strain	date
CY003304|A/New_York/291/2002	2002-12-21
CY003376|A/New_York/292/2003	2003-03-05
CY021733|A/New_York/2924_1/1986	1986-XX-XX
CY003384|A/New_York/293/2003	2003-01-28
CY003312|A/New_York/302/2001	2001-01-29
CY006363|A/New_York/303/2001	2001-01-15
CY003392|A/New_York/305/2001	2001-02-07
CY003400|A/New_York/306/2001	2001-02-03
CY002800|A/New_York/308/2001	2001-02-12
CY006875|A/New_York/309/2001	2001-01-22
CY002672|A/New_York/310/2001	2001-01-08
CY002696|A/New_York/312/2001	2001-01-12
CY003024|A/New_York/341/2001	2001-01-22
CY003320|A/New_York/342/2001	2001-01-25
CY002392|A/New_York/343/2001	2001-01-10
CY003328|A/New_York/346/2001	2001-01-28
CY002704|A/New_York/348/2003	2003-02-28
CY002808|A/New_York/399/2003	2003-01-22
CY009236|A/New_York/441/2001	2001-01-08
CY003464|A/New_York/442/2001	2001-01-10
CY003472|A/New_York/443/2001	2001-01-22
CY003288|A/New_York/444/2001	2001-01-23
CY003833|A/New_York/445/2001	2001-01-26
CY003480|A/New_York/446/2001	2001-02-21
CY006171|A/New_York/447/2001	2001-02-28
CY008996|A/New_York/484/2003	2003-01-20
CY003688|A/New_York/486/2003	2003-01-21
CY006915|A/New_York/488/2003	2003-01-23
CY006667|A/New_York/493/2003	2003-02-12
CY006675|A/New_York/494/2002	2002-12-05
CY003704|A/New_York/496/2003	2003-02-25
CY006195|A/New_York/497/2003	2003-02-26
CY010484|A/New_York/604/1995	1995-11-15
CY010492|A/New_York/605/1995	1995-12-14
CY010500|A/New_York/607/1995	1995-12-08
CY010804|A/New_York/614/1995	1995-12-13
CY010508|A/New_York/615/1995	1995-11-30
CY013871|A/New_York/616/1995	1995-12-18
CY010524|A/New_York/620/1995	1995-12-23
CY010532|A/New_York/621/1995	1995-12-27
CY011792|A/New_York/626/1996	1996-02-08
CY010540|A/New_York/627/1995	1995-11-16
CY011800|A/New_York/629/1995	1995-12-04
CY012856|A/New_York/630/1995	1995-12-28
CY016963|A/New_York/633/1995	1995-12-15
CY010820|A/New_York/638/1995	1995-12-06
CY010844|A/New_York/640/1996	1996-01-02
CY012864|A/New_York/642/1995	1995-12-27
CY013279|A/New_York/643/1995	1995-12-11
CY010740|A/New_York/644/1995	1995-11-28
CY011272|A/New_York/645/1995	1995-12-12
CY013287|A/New_York/646/1996	1996-01-08
CY011280|A/New_York/649/1995	1995-12-11
CY012872|A/New_York/650/1995	1995-12-15
CY010828|A/New_York/651/1995	1995-12-02
CY010836|A/New_York/653/1996	1996-01-02
CY013303|A/New_York/656/1995	1995-07-31
CY015532|A/New_York/694/1995	1995-05-02
CY017371|A/New_York/8/2006	2006-04-10
CY026379|A/New_York/UR06_0056/2007	2007-01-23
CY026731|A/New_York/UR06_0134/2007	2007-01-31
CY026627|A/New_York/UR06_0199/2007	2007-02-07
CY026643|A/New_York/UR06_0253/2007	2007-02-13
CY027603|A/New_York/UR06_0326/2007	2007-02-16
CY025285|A/New_York/UR06_0386/2007	2007-02-22
CY020189|A/New_Zealand/7/1983	1983-XX-XX
FJ231767|A/Niedersachsen/191/2005	2005-XX-XX
FJ231768|A/Niedersachsen/192/2005	2005-XX-XX
FJ231769|A/Niedersachsen/202/2005	2005-XX-XX
FJ231770|A/Niedersachsen/217/2005	2005-XX-XX
FJ231771|A/Niedersachsen/218/2005	2005-XX-XX
FJ231783|A/Niedersachsen/4/2006	2006-XX-XX
FJ231784|A/Niedersachsen/5/2006	2006-XX-XX
CY043385|A/Niigata/07F102/2008	2008-02-18
CY043393|A/Niigata/07F125/2008	2008-02-21
CY043401|A/Niigata/07F191/2008	2008-03-08
CY094797|A/Niigata/F95/2007	2007-02-26
FJ231772|A/Nordrhein_Westfalen/6/2005	2005-XX-XX
EU779626|A/North_Carolina/02/2008	2008-02-05
EU779627|A/North_Carolina/04/2008	2008-02-06
EU779628|A/North_Carolina/05/2008	2008-02-14
FJ532087|A/North_Carolina/06/2008	2008-01-09
FJ532094|A/North_Carolina/06/2008	2008-01-09
GQ466371|A/North_Carolina/07/2008	2008-12-15
EU100709|A/North_Carolina/10/2006	2006-12-28
CY027147|A/North_Carolina/UR06_0011/2006	2006-12-18
CY026859|A/North_Carolina/UR06_0099/2007	2007-01-29
CY026995|A/North_Carolina/UR06_0364/2007	2007-02-19
CY028387|A/North_Carolina/UR06_0365/2007	2007-02-19
FJ686999|A/North_Dakota/01/2008	2008-12-12
EU887029|A/North_Dakota/05/2007	2007-12-29
CY036664|A/Norway/1261/2007	2007-08-20
CY036665|A/Norway/1629/2007	2007-11-20
CY036666|A/Norway/1630/2007	2007-11-21
CY036668|A/Norway/166/2008	2008-01-14
CY036669|A/Norway/167/2008	2008-01-15
CY036670|A/Norway/168/2008	2008-01-16
CY036671|A/Norway/1684/2007	2007-11-26
CY036672|A/Norway/169/2008	2008-01-16
CY036673|A/Norway/1701/2007	2007-12-07
CY036675|A/Norway/171/2008	2008-01-23
CY036680|A/Norway/1739/2007	2007-12-11
CY036682|A/Norway/181/2008	2008-01-23
CY036683|A/Norway/199/2008	2008-01-28
CY036684|A/Norway/2159/2006	2006-11-03
CY036685|A/Norway/243/2008	2008-01-29
CY036686|A/Norway/256/2008	2008-02-01
CY036687|A/Norway/30/2008	2008-01-04
CY036688|A/Norway/365/2008	2008-02-13
CY036689|A/Norway/38/2008	2008-01-02
CY036690|A/Norway/478/2008	2008-12-19
CY036691|A/Norway/50/2008	2008-01-08
CY036692|A/Norway/76/2008	2008-01-04
U08903|A/NWS/1933	1956-XX-XX
FJ798792|A/Nyiregyhaza/01/2007	2007-01-XX
FJ986620|A/Ohio/01/2007	2007-08-17
FJ986621|A/Ohio/02/2007	2007-08-17
EU516024|A/Ohio/04/2006	2006-03-21
EU516022|A/Ohio/05/2006	2006-12-28
CY024925|A/Ohio/3559/1988	1988-XX-XX
CY026955|A/Ohio/UR06_0091/2007	2007-01-29
CY026003|A/Ohio/UR06_0100/2007	2007-01-29
CY027763|A/Ohio/UR06_0112/2007	2007-01-30
CY027443|A/Ohio/UR06_0121/2007	2007-01-30
CY026011|A/Ohio/UR06_0122/2007	2007-01-30
CY027403|A/Ohio/UR06_0166/2007	2007-02-05
CY027139|A/Ohio/UR06_0177/2007	2007-02-06
CY031148|A/Ohio/UR06_0178/2007	2007-02-06
CY027387|A/Ohio/UR06_0233/2007	2007-02-09
CY030061|A/Ohio/UR06_0296/2007	2007-02-12
CY025971|A/Ohio/UR06_0325/2007	2007-02-16
CY026851|A/Ohio/UR06_0341/2007	2007-02-19
CY028123|A/Ohio/UR06_0353/2007	2007-02-19
CY027467|A/Ohio/UR06_0394/2007	2007-02-23
CY027987|A/Ohio/UR06_0411/2007	2007-02-26
CY028403|A/Ohio/UR06_0429/2007	2007-02-23
CY027067|A/Ohio/UR06_0443/2007	2007-02-26
CY027003|A/Ohio/UR06_0465/2007	2007-02-28
CY037655|A/Ohio/UR06_0493/2007	2007-03-02
CY026947|A/Ohio/UR06_0518/2007	2007-03-05
CY027259|A/Ohio/UR06_0521/2007	2007-03-05
CY028027|A/Ohio/UR06_0522/2007	2007-03-06
CY031571|A/Ohio/UR06_0591/2007	2007-03-12
EU779623|A/Oklahoma/02/2008	2008-02-05
EU779624|A/Oklahoma/03/2008	2008-02-20
CY027771|A/Oklahoma/UR06_0063/2007	2007-01-22
CY027963|A/Oklahoma/UR06_0241/2007	2007-02-12
CY028131|A/Oklahoma/UR06_0519/2007	2007-03-05
EU516292|A/Oregon/06/2007	2007-12-06
EU516295|A/Oregon/07/2007	2007-12-03
CY027691|A/Oregon/UR06_0179/2007	2007-02-05
CY027955|A/Oregon/UR06_0185/2007	2007-02-05
CY028211|A/Oregon/UR06_0219/2007	2007-02-07
CY027083|A/Oregon/UR06_0230/2007	2007-02-09
CY026899|A/Oregon/UR06_0231/2007	2007-02-08
CY027931|A/Oregon/UR06_0291/2007	2007-02-13
CY033465|A/Oregon/UR06_0609/2007	2007-03-15
CY125092|A/Ostrava/801/1998	1998-XX-XX
CY013573|A/Otago/5/2005	2005-09-07
LK054732|A/Paris/650/2004	2004-XX-XX
EU516300|A/Pennsylvania/01/2008	2008-01-02
EU566976|A/Pennsylvania/02/2008	2008-01-15
EU566984|A/Pennsylvania/05/2008	2008-01-07
EU199303|A/Pennsylvania/08/2006	2006-11-20
FJ687009|A/Pennsylvania/08/2008	2008-10-13
FJ549049|A/Pennsylvania/08/2008	2008-10-13
FJ549047|A/Pennsylvania/08/2008	2008-10-13
FJ687022|A/Pennsylvania/08/2008	2008-10-13
FJ549040|A/Pennsylvania/09/2008	2008-11-02
FJ549041|A/Pennsylvania/09/2008	2008-11-02
EU516091|A/Pennsylvania/10/2007	2007-11-13
EU716557|A/Pennsylvania/11/2007	2007-12-10
EU516240|A/Pennsylvania/11/2007	2007-12-10
GQ475727|A/Pennsylvania/12/2008	2008-12-27
FJ179360|A/Pennsylvania/13/2007	2007-12-13
EU887024|A/Pennsylvania/14/2007	2007-12-12
EU887025|A/Pennsylvania/14/2007	2007-12-12
GQ475645|A/Pennsylvania/14/2008	2008-12-19
GQ475808|A/Pennsylvania/14/2008	2008-12-19
EU887026|A/Pennsylvania/15/2007	2007-12-21
GQ475676|A/Pennsylvania/15/2008	2008-12-30
GQ475647|A/Pennsylvania/15/2008	2008-12-30
EU716559|A/Pennsylvania/16/2007	2007-12-20
EU716556|A/Pennsylvania/16/2007	2007-12-20
FJ743473|A/Perth/33/2008	2008-08-16
FJ743459|A/Perth/46/2008	2008-08-21
CY070056|A/Peru/WRAIR1295P/2007	2007-XX-XX
CY070064|A/Peru/WRAIR1296P/2007	2007-XX-XX
CY070072|A/Peru/WRAIR1298P/2007	2007-XX-XX
CY070080|A/Peru/WRAIR1299P/2007	2007-XX-XX
CY070088|A/Peru/WRAIR1300P/2007	2007-XX-XX
CY070096|A/Peru/WRAIR1310P/2007	2007-XX-XX
CY070104|A/Peru/WRAIR1311P/2007	2007-XX-XX
CY070128|A/Peru/WRAIR1378P/2007	2007-XX-XX
CY070136|A/Peru/WRAIR1505P/2007	2007-XX-XX
CY070152|A/Peru/WRAIR1509P/2007	2007-XX-XX
CY020469|A/Phila/1935	1958-XX-XX
FJ743469|A/Philippines/1159/2008	2008-06-30
CY100980|A/Philippines/WRAIR1736P/2006	2006-01-01
CY100892|A/Piura/WRAIR1699P/2008	2008-12-28
V01088|A/Puerto_Rico/8/1934	1957-XX-XX
CY045764|A/Puerto_Rico/8_1/1934	1957-XX-XX
CY146881|A/Puerto_Rico/8_CV10/1934	1957-XX-XX
CY146889|A/Puerto_Rico/8_KV20/1934	1957-XX-XX
CY146825|A/Puerto_Rico/8_LVD1/1934	1957-XX-XX
CY147454|A/Puerto_Rico/8_LVD2/1934	1957-XX-XX
CY146833|A/Puerto_Rico/8_LVD3/1934	1957-XX-XX
CY147462|A/Puerto_Rico/8_LVD4/1934	1957-XX-XX
CY147470|A/Puerto_Rico/8_SV1/1934	1957-XX-XX
CY147510|A/Puerto_Rico/8_SV10/1934	1957-XX-XX
CY147518|A/Puerto_Rico/8_SV11/1934	1957-XX-XX
CY146873|A/Puerto_Rico/8_SV120/1934	1957-XX-XX
CY147526|A/Puerto_Rico/8_SV13/1934	1957-XX-XX
CY147534|A/Puerto_Rico/8_SV14/1934	1957-XX-XX
CY040170|A/Puerto_Rico/8_SV14/1934	1957-XX-XX
CY146841|A/Puerto_Rico/8_SV20/1934	1957-XX-XX
CY146849|A/Puerto_Rico/8_SV30/1934	1957-XX-XX
CY146857|A/Puerto_Rico/8_SV40/1934	1957-XX-XX
CY147478|A/Puerto_Rico/8_SV5/1934	1957-XX-XX
CY146865|A/Puerto_Rico/8_SV60/1934	1957-XX-XX
CY147486|A/Puerto_Rico/8_SV7/1934	1957-XX-XX
CY147494|A/Puerto_Rico/8_SV8/1934	1957-XX-XX
CY147502|A/Puerto_Rico/8_SV9/1934	1957-XX-XX
CY084006|A/Puerto_Rico/8_WG/1934	1957-XX-XX
LC120391|A/Puerto_Rico/8/1934	1957-XX-XX
MH785011|A/Puerto_Rico/8/1934	1957-XX-XX
HE802058|A/Puerto_Rico/8/1934	1957-XX-XX
CY148243|A/Puerto_Rico/8/1934	1957-XX-XX
CY009444|A/Puerto_Rico/8/1934	1957-XX-XX
CY105896|A/Puerto_Rico/8/1934	1957-XX-XX
CY121109|A/Puerto_Rico/8/1934	1957-XX-XX
AB671289|A/Puerto_Rico/8/1934	1957-XX-XX
CY033577|A/Puerto_Rico/8/34	1957-XX-XX
EF467821|A/Puerto_Rico/8/34	1957-XX-XX
AF389118|A/Puerto_Rico/8/34/Mount_Sinai	1957-XX-XX
KM403094|A/Quebec/1534909/2008	2008-XX-XX
KM403096|A/Quebec/1534909/2008	2008-XX-XX
KM403095|A/Quebec/1534909/2008	2008-XX-XX
KM403100|A/Quebec/1534909/2008	2008-XX-XX
KM403093|A/Quebec/1534909/2008	2008-01-01
KM403097|A/Quebec/1534909/2008	2008-XX-XX
KM403098|A/Quebec/1534909/2008	2008-XX-XX
KM403099|A/Quebec/1534909/2008	2008-XX-XX
FJ231785|A/Rheinland_Pfalz/1/2006	2006-XX-XX
FJ231773|A/Rheinland_Pfalz/58/2005	2005-XX-XX
CY019971|A/Roma/1949	1972-XX-XX
CY147358|A/Roma/JY2/1949	1972-XX-XX
CY125164|A/Russia/2187/2002	2002-XX-XX
FJ231774|A/Sachsen/14/2005	2005-XX-XX
FJ654326|A/Scotland/5/2007	2007-XX-XX
CY125076|A/Shanghai/2/1997	1997-XX-XX
JX477162|A/Shanghai/2/1997	1997-XX-XX
CY125060|A/Shanghai/8/1996	1996-XX-XX
CY125052|A/Shengzhen/227/1995	1995-XX-XX
CY036823|A/Siena/10/1989	1989-01-03
CY036839|A/Siena/14/1995	1995-12-19
CY045852|A/Siena/4/1987	1987-XX-XX
CY036943|A/Siena/9/1989	1989-01-02
KF533064|A/Singapore/106L/2007	2007-05-25
KF533062|A/Singapore/115C/2007	2007-05-25
CY125148|A/Singapore/14/2001	2001-XX-XX
KF856946|A/Singapore/20J/2007	2007-05-09
KF856947|A/Singapore/23J/2007	2007-05-09
KP223140|A/Singapore/24D/2007	2007-05-09
KP223141|A/Singapore/30L/2007	2007-05-10
KP223142|A/Singapore/44T/2007	2007-05-14
KF533063|A/Singapore/49O/2007	2007-05-14
CY020477|A/Singapore/6/1986	1986-XX-XX
KP223143|A/Singapore/86D/2007	2007-05-18
KP223144|A/Singapore/89Z/2007	2007-05-22
EU100724|A/Solomon_Islands/03/2006	2006-08-21
EU124177|A/Solomon_Islands/3/2006	2006-08-21
FJ743466|A/South_Australia/1/2008	2008-06-05
CY017139|A/South_Australia/25/2000	2000-XX-XX
CY017379|A/South_Australia/26/2000	2000-XX-XX
CY017019|A/South_Australia/29/2000	2000-XX-XX
CY017813|A/South_Australia/30/2000	2000-XX-XX
CY017147|A/South_Australia/36/2000	2000-XX-XX
CY017829|A/South_Australia/39/2000	2000-XX-XX
FJ966244|A/South_Australia/4/2008	2008-08-11
CY018933|A/South_Australia/40/2000	2000-XX-XX
CY021749|A/South_Australia/44/2000	2000-XX-XX
CY016667|A/South_Australia/45/2000	2000-XX-XX
CY017155|A/South_Australia/46/2000	2000-XX-XX
CY021757|A/South_Australia/51/2005	2005-XX-XX
CY016675|A/South_Australia/55/2005	2005-XX-XX
CY016683|A/South_Australia/56/2005	2005-XX-XX
CY016691|A/South_Australia/57/2005	2005-XX-XX
CY016699|A/South_Australia/58/2005	2005-XX-XX
CY016723|A/South_Australia/63/2000	2000-XX-XX
CY016731|A/South_Australia/64/2000	2000-XX-XX
CY009868|A/South_Canterbury/15/2001	2001-06-22
CY010356|A/South_Canterbury/159/2001	2001-08-16
CY009772|A/South_Canterbury/31/2000	2000-08-16
CY009204|A/South_Canterbury/35/2000	2000-08-25
CY009780|A/South_Canterbury/40/2000	2000-08-29
CY009172|A/South_Canterbury/50/2000	2000-08-29
CY009836|A/South_Canterbury/59/2000	2000-09-06
EU887034|A/South_Carolina/01/2008	2008-03-28
FJ687011|A/South_Carolina/06/2008	2008-10-22
FJ687030|A/South_Carolina/06/2008	2008-10-22
AF117241|A/South_Carolina/1/18	1941-XX-XX
EU779613|A/South_Dakota/02/2008	2008-01-09
EU199353|A/South_Dakota/03/2007	2007-01-27
JF758482|A/South_Dakota/03/2008	2008-12-04
EU716578|A/South_Dakota/06/2007	2007-07-17
CY121592|A/South_Dakota/06/2007	2007-XX-XX
EU516279|A/South_Dakota/06/2007	2007-07-17
EU516090|A/South_Dakota/06/2007	2007-07-17
CY044349|A/South_Korea/AF10/2008	2007-12-21
EU100725|A/St._Petersburg/08/2006_H1N1___X_163_RX	2006-XX-XX
EU100726|A/St._Petersburg/08/2006_H1N1__X_163A_RX	2006-XX-XX
EU100727|A/St._Petersburg/08/2006_H1N1__X_163B_RX	2006-XX-XX
CY035126|A/St._Petersburg/8/2006	2006-XX-XX
FJ654339|A/Stockholm/6/2008	2007-12-24
D13573|A/Suita/1/1989	1989-XX-XX
D13574|A/Suita/1/89/	2000-XX-XX
AF386774|A/Switzerland/5389/95	1995-XX-XX
AF386773|A/Switzerland/5389/95	1995-XX-XX
FJ743457|A/Sydney/7/2008	2008-07-16
HM144129|A/Tabriz/7/2005	2005-02-27
HQ291874|A/Taiwan/0045/2006	2006-05-24
DQ508873|A/Taiwan/01/1986	1986-XX-XX
HQ291881|A/Taiwan/0258/2008	2008-10-16
HQ291876|A/Taiwan/0586/2006	2006-02-14
HQ291882|A/Taiwan/10092/2007	2007-11-14
HQ291892|A/Taiwan/10103/2008	2008-10-29
HQ291873|A/Taiwan/10393/2005	2005-12-28
HQ291893|A/Taiwan/11526/2008	2008-12-01
CY040154|A/Taiwan/123/2002	2002-01-05
CY084231|A/Taiwan/141/2002	2002-XX-XX
HQ291875|A/Taiwan/192/2006	2006-06-30
CY038879|A/Taiwan/2645/2006	2006-10-26
HQ291880|A/Taiwan/2823/2008	2008-09-19
HQ291883|A/Taiwan/2832/2008	2008-10-06
HQ291884|A/Taiwan/2885/2008	2008-11-24
HQ291877|A/Taiwan/2900/2006	2006-01-13
DQ249260|A/Taiwan/2985/2002	2002-XX-XX
HQ291885|A/Taiwan/3293/2008	2008-05-02
HQ291879|A/Taiwan/3700/2007	2007-03-19
CY040138|A/Taiwan/5072/1999	1999-12-31
CY040146|A/Taiwan/52/2002	2002-01-03
HQ291878|A/Taiwan/5505/2006	2006-01-04
HQ291871|A/Taiwan/5515/2005	2005-01-13
HQ291872|A/Taiwan/5524/2005	2005-01-21
CY040074|A/Taiwan/567/2002	2002-01-28
HQ291886|A/Taiwan/5857/2008	2008-12-08
HQ291887|A/Taiwan/5858/2008	2008-12-08
HQ291870|A/Taiwan/6566/2006	2006-07-04
HQ291888|A/Taiwan/6723/2008	2008-10-13
CY040090|A/Taiwan/70013/2008	2008-01-03
CY040106|A/Taiwan/70132/2008	2008-01-16
CY040114|A/Taiwan/70167/2008	2008-01-21
CY040058|A/Taiwan/71720/2007	2007-08-29
HQ291889|A/Taiwan/8885/2008	2008-10-27
HQ291890|A/Taiwan/8949/2008	2008-12-11
HQ291891|A/Taiwan/9042/2008	2008-11-11
HM176663|A/Taiwan/N510/2008	2008-01-31
HM176662|A/Taiwan/N86/2006	2006-01-09
CY104068|A/TayNguyen/TN101/2003	2003-06-15
CY104300|A/TayNguyen/TN158/2006	2006-07-05
CY104308|A/TayNguyen/TN161/2006	2006-07-10
CY104854|A/TayNguyen/TN178/2006	2006-07-26
CY104862|A/TayNguyen/TN182/2006	2006-07-28
CY105350|A/TayNguyen/TN334/2005	2005-06-14
CY104244|A/TayNguyen/TN371/2005	2005-08-25
CY105182|A/TayNinh/HCM1329/2008	2008-07-22
HM144131|A/Tehran/105/2007	2007-11-24
HM144132|A/Tehran/171/2006	2006-01-18
HM144133|A/Tehran/250/2007	2007-12-08
HM144130|A/Tehran/29/2005	2005-03-01
HM144137|A/Tehran/371/2006	2006-02-15
HM144138|A/Tehran/523/2008	2008-01-05
HM144110|A/Tehran/670/2007	2007-02-07
GQ475792|A/Tennessee/03/2008	2008-03-14
FJ686979|A/Tennessee/11/2008	2008-12-04
CY026699|A/Tennessee/UR06_0045/2007	2007-01-18
CY028203|A/Tennessee/UR06_0055/2007	2007-01-22
CY028451|A/Tennessee/UR06_0073/2007	2007-01-25
CY028107|A/Tennessee/UR06_0076/2007	2007-01-25
CY026891|A/Tennessee/UR06_0078/2007	2007-01-26
CY028075|A/Tennessee/UR06_0080/2007	2007-01-26
CY026507|A/Tennessee/UR06_0087/2007	2007-01-26
CY037783|A/Tennessee/UR06_0106/2007	2007-01-29
CY027723|A/Tennessee/UR06_0113/2007	2007-01-29
CY027379|A/Tennessee/UR06_0119/2007	2007-01-29
CY027131|A/Tennessee/UR06_0120/2007	2007-01-29
CY027243|A/Tennessee/UR06_0124/2007	2007-01-29
CY027059|A/Tennessee/UR06_0151/2007	2007-02-02
CY027115|A/Tennessee/UR06_0152/2007	2007-02-02
CY027475|A/Tennessee/UR06_0234/2007	2007-02-12
CY031140|A/Tennessee/UR06_0236/2007	2007-02-12
CY028059|A/Tennessee/UR06_0238/2007	2007-02-12
CY027267|A/Tennessee/UR06_0239/2007	2007-02-12
CY027419|A/Tennessee/UR06_0262/2007	2007-02-13
CY028395|A/Tennessee/UR06_0277/2007	2007-02-14
CY027251|A/Tennessee/UR06_0294/2007	2007-02-14
CY028003|A/Tennessee/UR06_0312/2007	2007-02-15
CY037775|A/Tennessee/UR06_0379/2007	2007-02-20
CY027635|A/Tennessee/UR06_0388/2007	2007-02-22
CY027451|A/Tennessee/UR06_0414/2007	2007-02-26
CY027747|A/Tennessee/UR06_0459/2007	2007-02-27
CY027491|A/Tennessee/UR06_0473/2007	2007-03-01
CY027731|A/Tennessee/UR06_0508/2007	2007-03-05
CY028115|A/Tennessee/UR06_0509/2007	2007-03-05
CY028091|A/Tennessee/UR06_0523/2007	2007-03-05
EU199328|A/Texas/05/2007	2007-01-31
EU199338|A/Texas/06/2007	2007-02-06
FJ532071|A/Texas/08/2008	2008-01-25
FJ532088|A/Texas/09/2008	2008-01-29
FJ532084|A/Texas/10/2008	2008-03-06
FJ532089|A/Texas/11/2008	2008-08-20
FJ549051|A/Texas/15/2008	2008-10-26
FJ549062|A/Texas/16/2008	2008-10-26
FJ549036|A/Texas/17/2008	2008-11-04
FJ549043|A/Texas/18/2008	2008-11-06
FJ686959|A/Texas/23/2008	2008-11-20
GQ475683|A/Texas/23/2008	2008-11-20
FJ686980|A/Texas/27/2008	2008-11-23
FJ686988|A/Texas/29/2008	2008-12-02
CY020565|A/Texas/2922_3/1986	1986-XX-XX
EU516021|A/Texas/31/2007	2007-03-28
EU516023|A/Texas/32/2007	2007-08-29
GQ475774|A/Texas/32/2008	2008-12-28
GQ475752|A/Texas/35/2008	2008-12-22
CY147382|A/Texas/36_JY2/1991	1991-XX-XX
CY033655|A/Texas/36/1991	1991-XX-XX
DQ508889|A/Texas/36/1991	1991-XX-XX
GQ475785|A/Texas/36/2008	2008-12-27
AY289927|A/Texas/36/91	1991-XX-XX
CY009316|A/Texas/36/91	1991-XX-XX
EU516086|A/Texas/41/2007	2007-10-15
EU516088|A/Texas/70/2007	2007-12-04
EU516255|A/Texas/74/2007	2007-11-26
EU516245|A/Texas/78/2007	2007-12-11
CY025213|A/Texas/UR06_0012/2006	2006-12-20
CY025365|A/Texas/UR06_0025/2007	2007-01-11
CY028323|A/Texas/UR06_0026/2007	2007-01-11
CY028291|A/Texas/UR06_0038/2007	2007-01-16
CY027811|A/Texas/UR06_0039/2007	2007-01-16
CY027659|A/Texas/UR06_0133/2007	2007-01-31
CY036855|A/Texas/UR06_0156/2007	2007-02-05
CY026963|A/Texas/UR06_0157/2007	2007-02-05
CY025955|A/Texas/UR06_0174/2007	2007-02-06
CY026363|A/Texas/UR06_0175/2007	2007-02-06
CY027179|A/Texas/UR06_0176/2007	2007-02-06
CY025683|A/Texas/UR06_0193/2007	2007-02-06
CY026211|A/Texas/UR06_0195/2007	2007-02-06
CY025525|A/Texas/UR06_0196/2007	2007-02-06
CY025397|A/Texas/UR06_0203/2007	2007-02-07
CY027555|A/Texas/UR06_0204/2007	2007-02-07
CY027619|A/Texas/UR06_0216/2007	2007-02-08
CY028315|A/Texas/UR06_0217/2007	2007-02-08
CY028331|A/Texas/UR06_0250/2007	2007-02-12
CY026403|A/Texas/UR06_0270/2007	2007-02-13
CY026347|A/Texas/UR06_0271/2007	2007-02-13
CY026187|A/Texas/UR06_0303/2007	2007-02-15
CY027163|A/Texas/UR06_0305/2007	2007-02-15
CY026267|A/Texas/UR06_0306/2007	2007-02-15
CY026635|A/Texas/UR06_0308/2007	2007-02-15
CY026595|A/Texas/UR06_0309/2007	2007-02-15
CY041442|A/Texas/UR06_0323/2007	2007-02-16
CY027323|A/Texas/UR06_0342/2007	2007-02-19
CY027339|A/Texas/UR06_0357/2007	2007-02-20
CY025691|A/Texas/UR06_0359/2007	2007-02-20
CY025293|A/Texas/UR06_0380/2007	2007-02-21
CY026563|A/Texas/UR06_0397/2007	2007-02-23
CY025389|A/Texas/UR06_0398/2007	2007-02-22
CY028219|A/Texas/UR06_0420/2007	2007-02-26
CY037439|A/Texas/UR06_0422/2007	2007-02-26
CY026387|A/Texas/UR06_0444/2007	2007-02-27
CY027595|A/Texas/UR06_0445/2007	2007-02-27
CY025563|A/Texas/UR06_0461/2007	2007-02-27
CY025445|A/Texas/UR06_0467/2007	2007-03-01
CY026499|A/Texas/UR06_0468/2007	2007-03-01
CY025269|A/Texas/UR06_0502/2007	2007-03-05
CY027883|A/Texas/UR06_0503/2007	2007-03-05
CY025587|A/Texas/UR06_0526/2007	2007-03-06
CY026331|A/Texas/UR06_0540/2007	2007-03-06
CY026339|A/Texas/UR06_0542/2007	2007-03-07
CY025547|A/Texas/UR06_0563/2007	2007-03-07
CY026715|A/Texas/UR06_0582/2007	2007-03-12
CY105126|A/ThaiBinh/TB289/2008	2008-08-04
EF101749|A/Thailand/271/2005	2005-07-14
AB501378|A/Thailand/332/2008	2008-XX-XX
AB501380|A/Thailand/496/2008	2008-XX-XX
AB501381|A/Thailand/500/2007	2007-XX-XX
AB501383|A/Thailand/56/2008	2008-XX-XX
AB501384|A/Thailand/669/2008	2008-XX-XX
AB501385|A/Thailand/778/2008	2008-XX-XX
AB501386|A/Thailand/829/2008	2008-XX-XX
AB501387|A/Thailand/839/2008	2008-XX-XX
EU021264|A/Thailand/CU32/2006	2006-XX-XX
EU021246|A/Thailand/CU41/2006	2006-XX-XX
EU021258|A/Thailand/CU44/2006	2006-XX-XX
EU021254|A/Thailand/CU51/2006	2006-XX-XX
EU021248|A/Thailand/CU53/2006	2006-XX-XX
EU021256|A/Thailand/CU57/2006	2006-XX-XX
EU021250|A/Thailand/CU67/2006	2006-XX-XX
EU021260|A/Thailand/CU68/2006	2006-XX-XX
EU021262|A/Thailand/CU75/2006	2006-XX-XX
EU021252|A/Thailand/CU88/2006	2006-XX-XX
KP637302|A/Thailand/KS07038/2007	2007-10-18
KP637894|A/Thailand/KS07116/2007	2007-12-04
KP637310|A/Thailand/KS07117/2007	2007-12-06
KP637854|A/Thailand/KS08205/2008	2008-10-16
KP637318|A/Thailand/KS08222/2008	2008-11-17
KP637382|A/Thailand/MR07060/2007	2007-10-08
KP637390|A/Thailand/MR07080/2007	2007-10-16
EF568930|A/Thailand/Siriraj_07/2000	2000-XX-XX
JN676132|A/Thailand/Siriraj_Rama_TT/2004	2004-10-15
KP637870|A/Thailand/SN07022/2007	2007-09-20
KP637502|A/Thailand/SN07086/2007	2007-11-07
KP637510|A/Thailand/SN07106/2008	2008-02-11
